CODIGO_PROYECTO,AREA_ESTRATEGICA,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,ANO_CONCURSO,ANO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO DE ESTUDIO,DURACION_MESES,ANO FINALIZACION,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,UBICACION_INSTITUCION,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $)
EE6/03/021,NO APLICA,EXPLORA,APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T.,SEXTO CONCURSO NACIONAL DE APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T. PROGRAMA EXPLORA ANO 2003,2003,2003,FERIA CIENTIFICA ESCOLAR EN XII REGION,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,9,2004,PERSONA NATURAL,RUTH ORTIZ SUAZO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$5.490
EC4/03/066,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IV CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA INNOVACION 2003,2003,2003,EXPLORADORES DEL GIGANTE DORMIDO,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,SILVIA MARGOT BENAVIDES CATALAN,MUJER,ESCUELA BERNARDO O'HIGGINS RIQUELME,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.000
R04I1004,CENTROS,REGIONAL,CREACION CENTROS REGIONALES,III CONCURSO CONSORCIOS REGIONALES DE INVESTIGACION Y DESARROLLO COOPERATIVO EN EL MARCO DEL PROGRAMA BICENTENARIO DE CIENCIA Y TECNOLOGIA 2004,2003,2004,CENTRO DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA (CIEP),CIENCIAS NATURALES,,NO APLICA,60,2009,PERSONA JURIDICA,OSCAR PARRA BARRIENTOS,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$900.000
C04H01,REC,PCI,MOVILIDAD - PROGRAMA DE COOPERACION CIENTIFICA ECOS/CONICYT,COMITE DE EVALUACION Y ORIENTACION DE LA COOP. CIENTIFICA CON CHILE DEL GOBIERNO DE FRANCIA (ECOS) 2004,2004,2004,CARACTERIZACION DE POBLACIONES DE CAZADORES-RECOLECTORES TERRESTRES Y MARITIMOS DE FUEGO-PATAGONIA EN EL CURSO DEL HOLOCENO,SIN INFORMACION,,NO APLICA,36,2007,PERSONA NATURAL,ALFREDO PRIETO,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,
CET03,NO APLICA,PROGRAMA BICENTENARIO DE CIENCIA Y TECNOLOGIA,CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO,I CONCURSO DE CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO 2004,2004,2004,"USANDO LA CREATIVIDAD, LA CIENCIA Y LA TECNOLOGIA PARA APROVECHAR LOS DESHECHOS URBANOS",CIENCIAS NATURALES,ECOLOGY,NO APLICA,12,2005,PERSONA JURIDICA,ERWIN ALARCON URIBE,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$6.734
1040611,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2004,2004,2004,EFFICIENT PARALLELIZATION OF DATA STRUCTURES AND ALGORITHMS FOR TEXT DATABASES,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2006,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$15.540
ER4/03/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2004",2004,2004,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION  PUNTA ARENAS,MULTIDISCIPLINARIO,,NO APLICA,12,2005,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,COMISION NACIONAL DEL MEDIO AMBIENTE XII REGION CONAMA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$8.788
ECT1/04/04,NO APLICA,EXPLORA,CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO PARA LA DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,I CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO PARA LA DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA 2005,2004,2004,USANDO LA CREATIVIDAD LACIENCIA Y LA TECNOLOGIA PARA APROVECHAR LOS DESHECHOS URBANOS,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,11,2005,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$6.734
D04I1420,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,XII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2004,2004,2004,EVALUACION DE LOS PUNTOS CRITICOS EN EL PROCESO PRODUCTIVO DEL HALIBUT DEL ATLANTICO (HIPPOGLOSSUS HIPPOGLOSSUS) EN MAGALLANES,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,33,2007,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$146.000
7040108,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2004,2004,2004,HISTORIA VEGETACIONAL Y CLIMATICA POSTGLACIAL DE PATAGONIA CENTRO SUR (45Â°-53Â°S),CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,12,2005,PERSONA NATURAL,RODRIGO VILLA MARTINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.700
1040204,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2004,2004,2004,HISTORIA VEGETACIONAL Y CLIMATICA POSTGLACIAL DE PATAGONIA CENTRO SUR (45Â°-53Â°S),CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,48,2008,PERSONA NATURAL,RODRIGO VILLA MARTINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$123.726
EE7/04/018,NO APLICA,EXPLORA,APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T.,SEPTIMO CONCURSO NACIONAL DE APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T. PROGRAMA EXPLORA ANO 2004,2004,2004,8 FERIA CIENTIFICA ESCOLAR DE LA XII REGION,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,9,2005,PERSONA NATURAL,RUTH ORTIZ SUAZO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$5.495
ED10/063,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,X CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,2005,2005,MODELO DE ANALISIS Y EVALUACION DEL RIO CLARO POR MEDIO DE LA EXPLORACION CIENTIFICA TRANSFERIBLE A DIFERENTES SISTEMAS ACUATICOS DE LA REG DE AYSEN,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,14,2007,SIN INFORMACION,CARLOS RODRIGO MERINO GONZALEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$15.030
1050592,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2005,2005,2005,CONTROL VECTORIAL SIN SENSOR DE POSICION PARA MAQUINAS DE INDUCCION DE ROTOR BOBINADO OPERANDO COMO GENERADORES DE VELOCIDAD VARIABLE.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,12,2006,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$13.590
ER5/04/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2005",2005,2005,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION MAGALLANES,MULTIDISCIPLINARIO,,NO APLICA,11,2006,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$9.855
1050139,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2005,2005,2005,"CAZADORES-RECOLECTORES ESTEPARIOS EN LA DIVERSIDAD AMBIENTAL DEL NORTE DE AISEN CONTINENTAL DURANTE EL HOLOCENO TARDIO (VALLE DEL RIO CISNES,~44ÂºS)â‚¬â‚¬.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,2008,PERSONA NATURAL,OMAR RODRIGO REYES BAEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$75.219
SIN INFORMACION,REC,INFORMACION CIENTIFICA,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS,CONCURSO FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS CHILENAS 2005,2005,2005,MAGALLANIA,SIN INFORMACION,,NO APLICA,36,2008,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,
11060077,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2006,2006,2006,OBSERVING AND UNDERSTANDING THE CIRCULATION AND WATER PROPERTIES IN PENAS GULF AND BAKER CHANNEL.,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2009,PERSONA NATURAL,CHRISTOPHER MICHAEL AIKEN,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$45.520
R06F1007,CENTROS,REGIONAL,FORTALECIMIENTO,I CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES DESARROLLO CIENTIFICO Y TECNOLOGICO 2006,2006,2006,FORTALECIMIENTO DEL CENTRO REGIONAL DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA CIEP,CIENCIAS NATURALES,,NO APLICA,44,2010,PERSONA JURIDICA,HUMBERTO GONZALEZ GONZALEZ ESTAY,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$487.599
ER6/011,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2006",2006,2006,PROGRAMA COORDINADORES EXPLORA EN REGIONES XI REGION DE AISEN DEL GENERAL CARLOS IBANEZ DEL CAMPO  COYHAIQUE,MULTIDISCIPLINARIO,,NO APLICA,11,2007,PERSONA JURIDICA,MARISOL BARRIA NAVARRO,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$5.380
11060001,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2006,2006,2006,PROYECCION SOCIAL: EL ROL MODERADOR DEL ESENCIALISMO,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,36,2009,PERSONA NATURAL,CLAUDIA ANDREA ESTRADA GOIC,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$20.369
7060304,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2006,2006,2006,"ARQUEOLOGIA DE CAZADORES-RECOLECTORES DE TIERRA DEL FUEGO: EL PROCESO DE COLONIZACION Y EL FACTOR DE AISLAMIENTO GEOGRAFICO, DURANTE EL HOLOCENO TEMPRANO Y MEDIO",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,2007,PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.850
1060020,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,"ARQUEOLOGIA DE CAZADORES-RECOLECTORES DE TIERRA DEL FUEGO: EL PROCESO DE COLONIZACION Y EL FACTOR DE AISLAMIENTO GEOGRAFICO, DURANTE EL HOLOCENO TEMPRANO Y MEDIO.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,2010,PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$124.425
1060498,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,CONTROL VECTORIAL SENSORLESS E GENERADORES DE INDUCCION  JAULA DE ARDILLA Y ROTOR BOBINADO UTILIZANDO CONVERSORES MATRICIALES.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2008,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$32.183
1060776,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,PARALLEZATION OF DATA STRUCTURES AND ALGORITHMS FOR MULTIMEDIA DATABASES,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2008,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$10.488
ER6/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2006",2006,2006,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION DE MAGALLANES Y ANTARTICA CHILENA,MULTIDISCIPLINARIO,,NO APLICA,10,2007,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$10.234
SIN INFORMACION2,REC,INFORMACION CIENTIFICA,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS,CONCURSO FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS CHILENAS 2006,2006,2006,MAGALLANIA,SIN INFORMACION,,NO APLICA,11,2007,PERSONA JURIDICA,MATEO MARTINIC BEROS,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,
R06F1003,CENTROS,REGIONAL,FORTALECIMIENTO,I CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES DESARROLLO CIENTIFICO Y TECNOLOGICO 2006,2006,2006,"FORTALECIMIENTO DEL CENTRO REGIONAL DE ESTUDIOS DEL CUATERNARIO DE FUEGO-PATAGONIA Y ANTARTICA, FUNDACION CEQUA XII REGION",CIENCIAS NATURALES,,NO APLICA,36,2009,PERSONA JURIDICA,PAOLA ACUNA GOMEZ,MUJER,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$261.112
1060500,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,CONTROL DE GENERADORES DE INDUCCION DE DOBLES EXCITACION PARA SISTEMAS EOLICOS VIA CONVERTIDORES DE FRECUENCIA DIRECTOS DE DOS ETAPAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,2009,PERSONA NATURAL,RUBEN SIGIFREDO PENA GUINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$43.660
EC7/088,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",VII CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA E INNOVACION 2006,2006,2007,NINOS POR UN PLANETA VERDE,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,CLAUDIO ERNESTO SANHUEZA RIVERA,HOMBRE,COLEGIO ADAN DARIO BECERRA,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
EC7/092,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",VII CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA E INNOVACION 2006,2006,2007,PATAGONES EXPLORADORES INVESTIGANDO EL CALAFATE,CIENCIAS NATURALES,BIOLOGIA CELULAR,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,WILMA IBANEZ DAVILA,MUJER,COLEGIO DIEGO PORTALES,11. AYSEN,AUSTRAL,11. AYSEN,$1.000
3070050,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2007,2007,2007,TREELINE FORMATION IN NOTHOFAGUS SPP. IN SOUTHERN CHILE: A SEARCH FOR A MECHANISTIC EXPLANATION,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,12,2008,PERSONA NATURAL,ALEX FAJARDO YANEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$20.028
ER7/011,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2007",2007,2007,PROGRAMA COORDINADORES EXPLORA EN REGIONES XI REGION  COYHAIQUE,MULTIDISCIPLINARIO,,NO APLICA,11,2008,PERSONA JURIDICA,CARLOS RODRIGO MERINO GONZALEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$6.451
PDA10,NO APLICA,PROGRAMA BICENTENARIO DE CIENCIA Y TECNOLOGIA,INSERCION DE INVESTIGADORES POSTDOCTORALES EN LA ACADEMIA,CONCURSO DE PROYECTOS DE INSERCION DE INVESTIGADORES/AS POSTDOCTORALES EN LA ACADEMIA 2007,2007,2007,FORTALECIMIENTO DEL EQUIPO ACADEMICO DEL PROGRAMA DE MAGISTER EN CIENCIAS EN ASOCIACION CON LA IMPLEMENTACION DE UN SITIO DE ESTUDIOS ECOLOGICOS A LARGO PLAZO MARINO-TERRESTRE Y PLANES DE MANEJO EN LA RESERVA DE BIOSFERA CABO DE HORNOS,CIENCIAS NATURALES,ECOLOGY,NO APLICA,36,2010,PERSONA JURIDICA,ANDRES MANSILLA MUNOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,
11075105,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2007,2007,2007,"ECOLOGICAL INDICATORS FOR PROCESSES IN ESTURIANE MACROBENTHIC COMMUNITIES: A CASE STUDY IN THE RIVER BAKER, PATAGONIA, SOUTH CHILE.",CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2010,PERSONA NATURAL,EDUARDO JOEL QUIROGA JAMETT,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$47.632
1070713,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2007,2007,2007,"BACTERIOPLANKTON RESPONSE TO PHYTOPLANKTON BLOOMS IN AN ENCLOSED MARINE AREA (PUYUHUAPI CHANNEL) AND ITS IMPACT ON SEDIMENTATION, MINERALIZATION OF ORGANIC MATTER AND WATER COLUMN PCO2",CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2010,PERSONA NATURAL,GIOVANNI DANERI HERMOSILLA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$97.149
R07E1002,CENTROS,REGIONAL,EQUIPAMIENTO,I CONCURSO DE PROYECTOS DE EQUIPAMIENTO PARA EL FORTALECIMIENTO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2007,2007,2007,PROYECTO DE EQUIPAMIENTO DEL CENTRO DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA,CIENCIAS NATURALES,,NO APLICA,24,2009,PERSONA JURIDICA,MAXIMILAIANO VALDEBENITO MATHIAS,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$64.577
1071136,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2007,2007,2007,THE CASCADE MULTILEVEL CONVERTER AS A SINGLE CONVERTER VALVE FOR HIGH-POWER POWER CONVERTERS: AC-AC DIRECT-LIKE CONVERTERS FOR TRANSMISSION AND DISTRIBUTION SYSTEMS,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,2009,PERSONA NATURAL,DIEGO SOTO SANCHEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$24.119
7070071,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2007,2007,2007,"ARQUEOLOGIA DE CAZADORES-RECOLECTORES DE TIERRA DEL FUEGO: EL PROCESO DE COLONIZACION Y EL FACTOR DE AISLAMIENTO GEOGRAFICO, DURANTE EL HOLOCENO TEMPRANO Y MEDIO.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,2008,PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$2.150
11070059,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2007,2007,2007,SIMULATION OF THERMALLY DRIVEN COOLING SYSTEMS ASSISTED BY SOLAR ENERGY AND NATURAL GAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,24,2009,PERSONA NATURAL,HUMBERTO VIDAL GUTIERREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$14.974
ER7/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, ANO 2007",2007,2007,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION  PUNTA ARENAS,MULTIDISCIPLINARIO,,NO APLICA,13,2009,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$10.324
R07C1002,CENTROS,REGIONAL,CONTINUIDAD CENTROS REGIONALES,I CONCURSO DE PROYECTOS DE CONTINUIDAD DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2007,2007,2007,PROYECTO DE CONTINUIDAD DEL CENTRO DE ESTUDIOS DEL CUATERNARIO FUEGO PATAGONIA Y ANTARTICA,CIENCIAS NATURALES,,NO APLICA,72,2013,PERSONA JURIDICA,PAOLA ACUNA GOMEZ,MUJER,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$325.000
11070168,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2007,2007,2007,ANALISIS ESTRUCTURAL DE LA ECONOMIA MAGALLANICA DESDE LA PERSPECTIVA DEL ENFOQUE INPUT-OUTPUT,CIENCIAS SOCIALES,CS. ECONOMICAS Y ADMINISTRATIVAS,CS. ECONOM/ADMI,24,2009,PERSONA NATURAL,SERGIO ALEJANDRO SOZA AMIGO,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$12.329
