CODIGO_PROYECTO,AREA_ESTRATEGICA,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,ANO_CONCURSO,ANO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO DE ESTUDIO,DURACION_MESES,ANO FINALIZACION,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,UBICACION_INSTITUCION,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $)
AIC-42,CENTROS,PIA,APOYO A LA INFRAESTRUCTURA CIENTIFICA DE CENTROS Y GRUPOS DE INVESTIGACION,PRIMER CONCURSO NACIONAL DE APOYO A LA INFRAESTRUCTURA CIENTIFICA DE CENTROS DE INVESTIGACION,2011,2011,GENERACION DE CAPACIDADES INSTRUMENTALES PARA EL MONITOREO HIDROBIOLOGICO EN TIEMPO REAL EN LOS SISTEMAS DE CANALES Y FIORDOS Y CUERPOS DE AGUAS CONTINENTALES DE LA PATAGONIA.,SIN INFORMACION,,NO APLICA,12,2012,PERSONA JURIDICA,MAXIMO FRANGOPULOS RIVERA,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$146.480
822119008,REC,REGIONAL,BECA REGIONAL,II CONCURSO REGIONAL DE BECA PARA ESTUDIOS DE MAGISTER EN CHILE. REGION DE MAGALLANES Y ANTARTICA. ANO ACADEMICO 2011,2011,2011,MAGISTER EN CIENCIAS MENCION EN MANEJO Y CONSERVACION DE RECURSOS NATURALES AMBIENTES SUBANTARTICOS,SIN INFORMACION,,NO APLICA,24,2013,PERSONA JURIDICA,MICHELLE CHAVEAU,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$25.959
EAI01/147,NO APLICA,EXPLORA,APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,I CONCURSO NACIONAL DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,2010,2011,_CARACTERIZACION DE MACRO ALGAS E INVERTEBRADOS MARINOS A NIVEL DE GRANDES TAXAS PRESENTES EN EL INTERMAREAL DE PUNTA SANTA ANA PUNTA ARENAS CHILE (NUMERO II)_,SIN INFORMACION,,NO APLICA,6,2012,PERSONA NATURAL,NANCY YANET ZUNIGA MARTINEZ,HOMBRE,ESCUELA ARTURO PRAT CHACON,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$300
822119002,REC,REGIONAL,BECA REGIONAL,II CONCURSO REGIONAL DE BECA PARA ESTUDIOS DE MAGISTER EN CHILE. REGION DE MAGALLANES Y ANTARTICA. ANO ACADEMICO 2011,2011,2011,MAGISTER EN CIENCIAS MENCION EN MANEJO Y CONSERVACION DE RECURSOS NATURALES AMBIENTES SUBANTARTICOS,SIN INFORMACION,,NO APLICA,24,2013,PERSONA JURIDICA,NINOSKA OCAMPO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$25.959
D10I1258,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,XVIII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2010,2010,2011,INVESTIGACION Y DESARROLLO DEL CICLO BIOLOGICO DE LA TRUCHA DE ARROYO (SALVELINUS FONTINALIS) PARA P RESERVAR EL PATRIMONIO GENETICO Y SUSTENTAR UN NUEVO MODELO DE PESQUERIA FLUVIAL  Y ASI AMPLIAR TEMP ORAL Y GEOGRAFICAMENTE LA PESCA RECREATIVA EN CHILE,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES,NO APLICA,36,2014,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$223.680
R11F1004,CENTROS,REGIONAL,FORTALECIMIENTO,III CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO DEL PROGRAMA REGIONAL/ ANO 2011,2011,2011,FORTALECIMIENTO DE CENTRO REGIONAL DE DESARROLLO CIENTIFICO Y TECNOLOGICO CEQUA,CIENCIAS NATURALES,,NO APLICA,11,2012,PERSONA JURIDICA,PAOLA ACUNA GOMEZ,MUJER,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$97.199
100/108/2010-257,REC,PCI,MOVILIDAD - INICIATIVA DE COOPERACION CIENTIFICA INTERNACIONAL (PCCI) CONICYT/DAAD,"PROYECTOS DE INTERCAMBIO CONICYT/DAAD, ALEMANIA - CONVOCATORIA 2010",2010,2011,RADIANCIA SOLAR UV EN LA PENINSULA ANTARTICA: DISTRIBUCION ANGULAR DE LA RADIACION UV,CIENCIAS NATURALES,,NO APLICA,24,2013,PERSONA NATURAL,RAUL CORDERO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,FUERA REGION,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$6.250
822119009,REC,REGIONAL,BECA REGIONAL,II CONCURSO REGIONAL DE BECA PARA ESTUDIOS DE MAGISTER EN CHILE. REGION DE MAGALLANES Y ANTARTICA. ANO ACADEMICO 2011,2011,2011,MAGISTER EN CIENCIAS MENCION EN MANEJO Y CONSERVACION DE RECURSOS NATURALES AMBIENTES SUBANTARTICOS,SIN INFORMACION,,NO APLICA,24,2013,PERSONA JURIDICA,ROCIO PAOLA URTUBIA OYARZUN,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$25.959
ED16/008,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XVI CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA TECNOLOGIA E INNOVACION ANO 2011,2011,2011,LEYENDO EL PAISAJE COMPRENDIENDO LA HISTORIA NATURAL DE MAGALLANES,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA,NO APLICA,11,2012,PERSONA JURIDICA,RODRIGO VILLA MARTINEZ,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$13.500
1121141,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2012,2012,2011,SOUTHERN WESTERLIES WINDS DURING AND SINCE LAST GLACIAL TERMINATION IN CENTRAL PATAGONIA (44Â°-49Â°S),CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,48,2015,PERSONA NATURAL,RODRIGO VILLA MARTINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$227.252
EAI01/062,NO APLICA,EXPLORA,APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,I CONCURSO NACIONAL DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,2010,2011,AVES DE PORVENIR: PROSPECCIONES ORNITOLOGICAS URBANAS,SIN INFORMACION,,NO APLICA,6,2012,PERSONA NATURAL,VICTOR HUGI BARRIA VARGAS,HOMBRE,ESCUELA BERNARDO O'HIGGINS RIQUELME,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$300
3130677,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2013,2013,2012,"FILOGEOGRAFIA E HISTORIA EVOLUTIVA DE LA ESPECIE NEOBUCCINUM EATONI (MOLLUSCA, NEOGASTROPODA) EN EL OCEANO AUSTRAL.",CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,42,2016,PERSONA NATURAL,ANGIE DOMINIQUE DIAZ LORCA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$70.647
ECI01/005,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,PEQUENOS HORTICULTORES DE LA PATAGONIA,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,CLAUDIA IVETTE VERA ABURTO,MUJER,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
100/110/C12B04,REC,PCI,MOVILIDAD - PROGRAMA DE COOPERACION CIENTIFICA ECOS/CONICYT,"PROGRAMA DE COOPERACION CIENTIFICA ECOS/CONICYT, ANO 2012",2012,2012,THE ROLE OF STRESS GRADIENTS ON GENETIC STRUCTURE AND FUNCTIONAL TRAITS IN FOREST POPULATIONS OF PATAGONIAÂ ,CIENCIAS NATURALES,,NO APLICA,36,2015,PERSONA NATURAL,ALEX FAJARDO YANEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$2.160
ECP40100,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,"IV CONCURSO CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI, 2012",2012,2012,LOS EXPLORINES DE LA BAQUEDANO,CIENCIAS NATURALES,,NO APLICA,4,2013,PERSONA NATURAL,CARLOS RODRIGO TROMMER ALMONACID,HOMBRE,ESCUELA BAQUEDANO,11. AYSEN,AUSTRAL,11. AYSEN,$600
ECI01/019,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,AGRICOLANOS EN LA SENDA DE LA PRODUCCION LIMPIA,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,CLAUDIA VIVIANA ESCUDERO FIGUEROA,MUJER,SIN INFORMACION,11. AYSEN,AUSTRAL,11. AYSEN,$500
11121175,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2012,2012,2012,HERBIVORY TOLERANCE MEDIATED BY CARBON STORAGE: RELATIONSHIPS WITH LEAF HABIT AND SHADE TOLERANCE,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,2015,PERSONA NATURAL,FRIDA PIPER BUSICO,MUJER,CIEP,11. AYSEN,AUSTRAL,11. AYSEN,$84.381
ECI01/040,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,REFORESTADORES DE LA PATAGONIA,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,ISABEL ANDREA GOMEZ TOLEDO,MUJER,SIN INFORMACION,11. AYSEN,AUSTRAL,11. AYSEN,$800
D11R1002,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO REGIONAL,IV CONCURSO NACIONAL REGIONALIZADO DE PROYECTOS I+D,2011,2012,SIN INFORMACION,CIENCIAS NATURALES,ENERGIA Y AGUAS,NO APLICA,29,2015,PERSONA JURIDICA,HUMBERTO VIDAL GUTIERREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$107.000
D11R0002,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO REGIONAL,IV CONCURSO NACIONAL REGIONALIZADO DE PROYECTOS I+D,2011,2012,"CONSTRUCCION, INSTALACION Y PUESTA EN MARCHA DE GASIFICADORES DE BIOMASA PARA LAS COMUNIDADES AISLADAS.",INGENIERIA Y TECNOLOGIA,INGENIERIA I,NO APLICA,29,2015,PERSONA JURIDICA,HUMBERTO VIDAL GUTIERREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$106.919
1131063,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2013,2013,2012,PROKARYOTE ASSEMBLAGES AND DISSOLVED ORGANIC MATTER (DOC) ALONG A RIVER-FJORD CONTINUUM: THE IMPORTANCE OF ALLOCHTHONOUS DOC TO PROKARYOTE PRODUCTION AND COMMUNITY STRUCTURE IN THE PUYUHUAPI CHANNEL ECOSYSTEM.,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2015,PERSONA NATURAL,GIOVANNI DANERI HERMOSILLA,HOMBRE,CIEP,11. AYSEN,AUSTRAL,11. AYSEN,$164.366
VIU110074,INVESTIGACION APLICADA,FONDEF,VIU,I CONCURSO VALORACION DE RESULTADOS,2012,2012,REPOBLAMIENTO DE G.SKOTTSBERGII MEDIANTE CULTIVO EN HATCHERY Y MAR ABIERTO EN LA REGION DE MAGALLANES.,CIENCIAS NATURALES,ACUICULTURA MUNDIAL,NO APLICA,10,2013,PERSONA JURIDICA,JOHANNA MARAMBIO GALLARDO,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$2.000
VIU11P0074,INVESTIGACION APLICADA,FONDEF,VIU,I CONCURSO VALORACION DE RESULTADOS,2012,2012,REPOBLAMIENTO DE G. SKOTTBERGII MEDIANTE CULTIVO EN HATCHERY Y MAR ABIERTO EN LA REGION DE MAGALLANES,CIENCIAS NATURALES,ACUICULTURA MUNDIAL,NO APLICA,2,2013,PERSONA JURIDICA,JOHANNA MARAMBIO GALLARDO,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$2.000
1131001,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2013,2013,2012,COPING WITH WARMING OF SOUTHERN OCEAN: INVERTEBRATES RESPONSES TO THERMAL STRESS CONDITIONS.,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,2015,PERSONA NATURAL,JORGE MARCELO GONZALEZ ARAVENA,HOMBRE,INACH,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$139.364
ECI01/087,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,PEQUENOS BIOLOGOS MARINOS,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,JOSE HERNAN DIAZ SANCHEZ,HOMBRE,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
1130381,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2013,2013,2012,"RECENT, CENTENNIAL AND MULTI-MILLENIAL GLACIER FLUCTUATIONS IN CORDILLERA DE DARWIN, TIERRA DEL FUEGO ISLAND, SOUTHERN CHILE.",CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,48,2016,PERSONA NATURAL,JUAN ARAVENA DONAIRE,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$213.439
ECI01/004,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,LOS GUARDIANES DEL HUMEDAL DE TRES PUENTES: UN PARAISO POR PROTEGER,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,JUAN CARLOS GUICHAPANE BAHAMONDE,HOMBRE,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
ECI01/011,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,KOTAIXâ€¦ PROTECTORES DEL HUMEDAL,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,LILIAN ANEGRET DIAZ LEIVA,MUJER,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
ECI01/002,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,CONOCIENDO EL MUNDO SECRETO DE LAS ALGAS,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,MANUEL ALEJANDRO CISTERNAS WILLIAMS,HOMBRE,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
ECI01/001,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,CUIDADORES AMBIENTALES DE LA ESCUELA ARGENTINA,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,MARIA LUISA MIMIZA MIRANDA,MUJER,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
100/121/REDES120042,REC,PCI,REDES INTERNACIONALES - PROGRAMA DE APOYO A LA FORMACION DE REDES INTERNACIONALES ENTRE CENTROS DE INVESTIGACION,"APOYO A LA FORMACION DE REDES INTERNACIONALES ENTRE CENTROS DE INVESTIGACION, CONCURSO 2012",2012,2012,COLABORACION INTERNACIONAL CEQUA-CIBNOR,MULTIDISCIPLINARIO,,NO APLICA,12,2013,PERSONA JURIDICA,MAXIMO FRANGOPULOS RIVERA,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$16.000
1130151,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2013,2013,2012,"CAZADORES RECOLECTORES MARINOS EN EL ARCHIPIELAGO DE LOS CHONOS (43Â°- 47Â°S, XI REGION DE AYSEN), BUSQUEDA Y DISCUSION DE EVIDENCIAS ARQUEOLOGICAS DEL PROCESO DE POBLAMIENTO LITORAL EN EL EXTREMO SUR AMERICANO.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,2016,PERSONA NATURAL,OMAR RODRIGO REYES BAEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$173.241
1130235,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2013,2013,2012,DICCIONARIO BILINGUE UNIDIRECCIONAL KAWESQAR-ESPANOL,HUMANIDADES,"LINGUISTICA, LITERATURA Y FILOLOGIA","LINGUISTICA,LITERATU",48,2016,PERSONA NATURAL,OSCAR EUGENIO AGUILERA FAUNDEZ,HOMBRE,FUNDACION PARA EL DESARROLLO DE LA XII REGION MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$60.960
ECI01/067,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,EXCAVADORES DE LA PATAGONIA,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,PATRICIO ANDRES FUENTES OLGUIN,HOMBRE,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$800
ECI01/060,NO APLICA,EXPLORA,CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,"I CONCURSO NACIONAL DE CLUBES DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR, 2012",2012,2012,ADEDOâ€¦ AHORRO DE ENERGIA DOMESTICA,CIENCIAS NATURALES,,NO APLICA,6,2013,PERSONA NATURAL,PATRICIO BERNARDO OYARZO OJEDA,HOMBRE,SIN INFORMACION,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$500
80122013,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,"CONCURSO ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS (MEC), SEGUNDA CONVOCATORIA 2012",2012,2012,"NUEVAS METODOLOGIAS PARA INTEGRAR LA INVESTIGACION, EDUCACION Y CONSERVACION ECOLOGICA EN LA RESERVA DE BIOSFERA CABO DE HORNOS (CHILE) Y LATINOAMERICA",CIENCIAS NATURALES,,NO APLICA,10,2013,PERSONA JURIDICA,PETER FEINSINGER,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$9.200
78111301,REC,PAI,INSERCION SECTOR PRODUCTIVO,CONCURSO INSERCION DE CAPITAL HUMANO AVANZADO EN EL SECTOR PRODUCTIVO. REGION DE MAGALLANES Y LA ANTARTICA CHILENA / 2011,2011,2012,USO DE COMPUESTOS NATURALES PROVENIENTES DE ACTINOMICETOS ANTARTICOS PARA AUMENTAR LA SEGURIDAD ALIMENTARIA EN PLANTAS DE PROCESO Y FRIGORIFICOS.,CIENCIAS NATURALES,BIOTECNOLOGIA AGRICOLA,NO APLICA,36,2015,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,INACH,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$43.200
DIP121203,REC,REGIONAL,DIPLOMADOS CTI,"IV CONCURSO DE PROYECTOS DE DIPLOMADOS REGIONALES EN TEMATICAS VINCULADAS CON LA INNOVACION PARA LA COMPETITIVIDAD, REGION DE MAGALLANES, CONVOCATORIA 2011",2011,2012,DIPLOMADO EN INNOVACION Y EMPRENDIMIENTO,CIENCIAS SOCIALES,,NO APLICA,12,2013,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,FUERA REGION,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$39.285
80122006,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,"CONCURSO ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS (MEC), SEGUNDA CONVOCATORIA 2012",2012,2012,"ASCIDIAS (CHORDATA) DEL ESTRECHO DE MAGALLANES, CHILE: BIODIVERSIDAD Y SU PAPEL EN PROGRAMAS DE VIGILANCIA DE INVASIONES BIOLOGICAS ASOCIADO A CAMBIO CLIMATICO AUSTRAL.",CIENCIAS NATURALES,,NO APLICA,10,2013,PERSONA JURIDICA,XAVIER TURON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$7.100
100/102/2012-035,REC,PCI,MOVILIDAD - PROGRAMA BMBF,"CONCURSO PARA PROYECTOS DE INTERCAMBIO â€“ CONVOCATORIA 2012, CONTRAPARTE BMBF",2012,2013,(PHOTOCHILE),CIENCIAS NATURALES,,NO APLICA,24,2015,PERSONA NATURAL,CARLOS CARDENAS MANSILLA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$5.600
FP130038,REC,INFORMACION CIENTIFICA,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS,CONCURSO FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS CHILENAS 2013,2013,2013,IMPLEMENTACION DE OPEN JOURNAL SYSTEM PARA LAS REVISTAS MAGALLANIA Y ANS INST PAT,HUMANIDADES,,NO APLICA,9,2014,PERSONA JURIDICA,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$2.540
100/114/2012-034Â ,REC,PCI,MOVILIDAD - PROGRAMA DE COOPERACION CIENTIFICA INTERNACIONAL (PCCI) CONICYT/MINCYT (ARGENTINA),"CONCURSO PARA PROYECTOS DE INTERCAMBIO â€“ CONVOCATORIA 2012, CONTRAPARTE MINCYT",2012,2013,LA DIATOMEA INVASOR DIDYMOSPHENIA GEMINATA EN LA PATAGONIA: MECANISMOS DE CONTROL A LOS FLORECIMIENTOS Y AUTOECOLOGIA COMPARITATIVA CON EL ESPECIE NATIVO GOMPHONEIS MINUTA.Â ,CIENCIAS NATURALES,,NO APLICA,24,2015,PERSONA NATURAL,BRIAN REID,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$1.800
ER13/011,NO APLICA,EXPLORA,PROYECTOS ASOCIATIVOS DE DIVULGACION Y VALORACION CIENTIFICA Y TECNOLOGICA EXPLORA REGIONAL,"CONCURSO PROYECTOS ASOCIATIVOS DE DIVULGACION Y VALORACION CIENTIFICA Y TECNOLOGICA EXPLORA REGIONAL CONVOCATORIA PARA LAS REGIONES ATACAMA, COQUIMBO, O'HIGGINS, ZONA NORTE DE REGION METROPOLITANA, MAULE, BIOBIO, LOS LAGOS, AYSEN, LOS RIOS, ANO 2013",2013,2013,PROYECTO ASOCIATIVO REGION DE AYSEN,MULTIDISCIPLINARIO,,NO APLICA,33,2016,PERSONA JURIDICA,PEDRO MATUS PEZO,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$249.105
