codigo_proyecto,n,subdireccion,programa,instrumento,nombre_concurso,año_curso,año_fallo,nombre_proyecto,area_ocde,disciplina,grupo_evaluacion,duracion_meses,tipo_beneficiario,nombre_responsable,sexo,institucion_principal,macrozona,region_ejecucion,monto_adjudicado_miles,sinfo_nosolicita
R16A10002,29909,CENTROS,REGIONAL,FORTALECIMIENTO A LA CONTINUIDAD CENTROS REGIONALES,III CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO Â€“ 2016,2016,2017,INVESTIGACION ASOCIATIVA EN FIORDOS Y CANALES: CIENCIA CON RECURSOS PUBLICOS Y PRIVADOS PARA EL DESARROLLO TERRITORIAL,CIENCIAS NATURALES,"",NO APLICA,36,PERSONA JURIDICA,PAOLA ACUÑA GOMEZ,MUJER,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,900000,""
R17A10002,29912,CENTROS,REGIONAL,FORTALECIMIENTO A LA CONTINUIDAD CENTROS REGIONALES,IV CONCURSO DE FORTALECIMIENTO Y DESARROLLO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2017,2017,2017,LABORATORIO ECO-CLIMATICO REGION DE AYSEN: HACIA UNA INTEGRACION ECO-SISTEMICA,CIENCIAS NATURALES,"",NO APLICA,36,PERSONA JURIDICA,GIOVANNI DANERI H.,HOMBRE,CIEP,AUSTRAL,11. AYSEN,899948,""
11170134,30018,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2017,2017,2017,ASSESSMENT OF CARBON GREENHOUSE GAS EMISSIONS FROM PATAGONIAN INLAND WATERS AFFECTED BY BEAVER IMPOUNDMENTS,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,PERSONA NATURAL,ARMANDO SEPULVEDA JAUREGUI,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,96842,""
11170291,30067,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2017,2017,2017,A METABOLIC CROSSROADS IN CANCER CELL MITOCHONDRIA: TARGETING SUCCINATE DEHYDROGENASE,CIENCIAS NATURALES,BIOLOGIA 2,BIOLOGIA 2,36,PERSONA NATURAL,FABIAN ESTEBAN JAÑA PRADO,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,104400,""
11170689,30185,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2017,2017,2017,COMPUTATIONAL CHEMISTRY FOR ELUCIDATING REACTION MECHANISMS OF GRAPHENE WITH RELEVANT OXYGEN CONTAINING MOLECULES.,INGENIERIA Y TECNOLOGIA,INGENIERIA 3,INGENIERIA 3,36,PERSONA NATURAL,ANDREA MARIA OYARZUN ARAVENA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,101640,""
PAI79170119,30348,REC,PAI,INSERCION INVESTIGADORES EN LA ACADEMIA,"CONCURSO NACIONAL INSERCION DE CAPITAL HUMANO AVANZADO EN LA ACADEMIA, CONVOCATORIA 2017",2017,2017,FORTALECIMIENTO DE LAS CAPACIDADES CIENTIFICAS Y ACADEMICAS DEL CENTRO SUBANTARTICO CABO DE HORNOS: EVALUANDO EL EFECTO DE LA VARIABILIDAD CLIMATICA SOBRE LAS COMUNIDADES DE BRIOFITAS EN LA ECORREGION SUBANTARTICA DE MAGALLANES,CIENCIAS NATURALES,CIENCIAS BIOLOGICAS,NO APLICA,36,PERSONA JURIDICA,ROY MACKENZIE CALDERON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,86960,""
PAI79170138,30356,REC,PAI,INSERCION INVESTIGADORES EN LA ACADEMIA,"CONCURSO NACIONAL INSERCION DE CAPITAL HUMANO AVANZADO EN LA ACADEMIA, CONVOCATORIA 2017",2017,2017,TURISMO DE NATURALEZA Y ORDENAMIENTO TERRITORIAL: UNA ESTRATEGIA EN LA RESOLUCION DE CONFLICTOS SOCIO-AMBIENTALES,CIENCIAS SOCIALES,GEOGRAFIA ECONOMICA Y SOCIAL,NO APLICA,36,PERSONA JURIDICA,GABRIEL ANDRES INOSTROZA VILLANUEVA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,86960,""
MEC80170063,30432,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS","CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS, MEC 2017",2017,2017,"APOYO A LA DOCENCIA DE PRE Y POSGRADO, E INVESTIGACION EN TEMAS DE GEOLOGIA Y GEOMORFOLOGIA GLACIAL ANTARTICA Y SUBANTARTICA.",CIENCIAS NATURALES,GEOCIENCIAS,NO APLICA,4,PERSONA JURIDICA,JUAN ARAVENA DONAIRE,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,14300,""
MEC80170071,30436,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS","CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS, MEC 2017",2017,2017,FORTALECIMIENTO LINEA VALORIZACION TERMOQUIMICA DE RESIDUOS Y BIOMASA,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS,NO APLICA,4,PERSONA JURIDICA,HUMBERTO VIDAL GUTIERREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,14700,""
MEC80170099,30448,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS","CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS, MEC 2017",2017,2017,FORTALECIMIENTO DE LA INVESTIGACION EN BIOTECNOLOGIAS APLICADAS A LA ACUICULTURA DE PECES MARINOS DE AGUAS FRIAS.,CIENCIAS AGRICOLAS,PESCA,NO APLICA,10,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9100,""
3170647,30738,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2017,2017,2017,SISTEMAS MAGNONICOS CONTROLADOS POR CORRIENTES ELECTRICAS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,ALEJANDRO RENE ROLDAN MOLINA,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,31500,""
REDI170536,31027,REC,PCI,REDES INTERNACIONALES - REDES INTERNACIONALES PARA INVESTIGADORES(AS) EN ETAPA INICIAL,"APOYO A LA FORMACION DE REDES INTERNACIONALES PARA INVESTIGADORES(AS) EN ETAPA INICIAL, AÑO 2017",2017,2017,INTERNATIONAL NETWORK FOR POSTGLACIAL MARINE PALEOPRODUCTIVITY RECONSTRUCTIONS IN PATAGONIA,CIENCIAS NATURALES,"OCEANOGRAFIA, HIDROLOGIA Y RECURSOS DEL AGUA",NO APLICA,18,PERSONA JURIDICA,CLAUDIA ARACENA PEREZ,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,18000,""
1170446,31193,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2017,2017,2017,ASSESSMENT OF THE ROLE OF GENETIC VARIATION IN MICRORNAS ON THE SUSCEPTIBILITY AND PHYSIOPATHOLOGY OF GASTRIC CANCER,CIENCIAS MEDICAS Y DE LA SALUD,MEDICINA G1 - CS. BIOMEDICAS,MEDICINA G1,48,PERSONA NATURAL,MARIA YOLANDA ESPINOSA PARRILLA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,263463,""
1170726,31272,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2017,2017,2017,TRAYECTORIAS CULTURALES Y SOCIALES DEL POBLAMIENTO HUMANO EN EL ARCHIPIELAGO DE CHILOE: CAMBIOS E INTERACCION ENTRE SOCIEDADES CAZADORAS-RECOLECTORAS Y AGRO-ALFARERAS EN AREAS INSULARES DURANTE EL HOLOCENO TARDIO.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,PERSONA NATURAL,OMAR RODRIGO REYES BAEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,263640,""
PAI77170027,31579,REC,PAI,SUBVENCION A LA INSTALACION EN LA ACADEMIA,CONVOCATORIA SUBVENCION A LA INSTALACION EN LA ACADEMIA 2017,2017,2017,"TRAYECTORIAS HISTORICAS DE LOS ULTIMOS 2000 AÃ‘OS EN MAGALLANES INSULAR: UNA APROXIMACION INTEGRADA DESDE LA ARQUEOLOGIA, LA PALEOECOLOGIA COSTERA Y EL PATRIMONIO CULTURAL INTERMAREAL",CIENCIAS SOCIALES,"CIENCIAS SOCIALES, INTERDISCIPLINARIA",NO APLICA,36,PERSONA JURIDICA,JIMENA ANDREA TORRES ELGUETA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,187220,""
VIU17P0173,31729,INVESTIGACION APLICADA,FONDEF,VALORIZACION DE LA INVESTIGACION EN LA UNIVERSIDAD PRIMERA ETAPA,SEPTIMO CONCURSO DE VALORIZACION DE LA INVESTIGACION EN LA UNIVERSIDAD,2017,2017,"REHABILITACION VIRTUAL: """"SOFTWARE CON TECNOLOGIA DE REALIDAD VIRTUAL INCLUSIVO PARA PACIENTES CON DISCAPACIDAD MOTRIZ Y COGNITIVA.",INGENIERIA Y TECNOLOGIA,TECNOLOGIA DE LA INFORMACION Y COMUNICAC,NO APLICA,3,PERSONA JURIDICA,DIEGO MUÑOZ ALVARADO,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,2000,""
VCE70007,31776,REC,REGIONAL,VINCULACION CIENCIA EMPRESA,VII CONCURSO DE PROYECTOS DE VINCULACION CIENCIA-EMPRESA 2017,2017,2017,"INVESGACION
ASOCIAVA
Y
TRANSFERENCIA CIENFICO
TECNOLOGICA PARA LA CAPACITACION Y
LA INNOVACION DEL SECTOR TURISMO
EN LA REGION",MULTIDISCIPLINARIO,"",NO APLICA,19,PERSONA JURIDICA,ERNESTO FABIAN DAVIS SEGUIC,HOMBRE,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,45000,""
VCE70013,31779,REC,REGIONAL,VINCULACION CIENCIA EMPRESA,VII CONCURSO DE PROYECTOS DE VINCULACION CIENCIA-EMPRESA 2017,2017,2017,"IDENFICACION,
CUANFICACION
Y
TRANSFERENCIA CIENFICA
DE
SERVICIOS ECOSISTEMICOS DE
GLACIARES Y FIORDOS DEL SENO D
Â´AGOSNI
AL SECTOR TURISMO DE LA
REGION DE MAGALLANES Y ANTARCA",CIENCIAS AGRICOLAS,"",NO APLICA,21,PERSONA JURIDICA,CRISTIANE SILVA DE CARVALHO,MUJER,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,43865,""
ID18I10127,31906,INVESTIGACION APLICADA,FONDEF,IDeA - CA,IDEA - CA BASES 2295/2018 PRIMERA CONVOCATORIA,2018,2018,DESARROLLO DE UN ALIMENTO EXTRUIDO CON HARINA DE MACROALGAS PARA ESTIMULAR EL CRECIMIENTO DE JUVENILES DE ERIZO ROJO (LOXECHINUS ALBUS) DESTINADOS A LA REPOBLACION EN AMERBS DE LA REGION DE LOS LAGOS Y MAGALLANES,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,24,PERSONA JURIDICA,ANDRES MANSILLA MUÑOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,200000,""
11180175,32050,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,UNRAVELLING THE DYNAMICS BETWEEN FISHERIES AND A SCAVENGING SEABIRD SPECIES OFF ANTARCTIC WATERS: A MANAGEMENT PERSPECTIVE,CIENCIAS NATURALES,"ZOOLOGIA, ORNITOLOGIA, ENTOMOLOGIA, COMPORTAMIENTO BIOLOGICO",BIOLOGIA 1,24,PERSONA NATURAL,LUCAS KRUGER,HOMBRE,INSTITUTO ANTARTICO CHILENO,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,43021,""
11180388,32106,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,"EL USO DE PLANTAS EN LOS CAZADORES RECOLECTORES. PERSPECTIVAS DESDE PATAGONIA CENTRAL (REGION DE AISEN, 46Â°S)",HUMANIDADES,OTRAS ESPECIALIDADES DE LA ANTROPOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,CAROLINA BELMAR PANTELIS,MUJER,UNIVERSIDAD DE CHILE,AUSTRAL,11. AYSEN,101813,""
11180926,32248,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,UNIVERSAL HIGH-ORDER FINITE VOLUME METHODS FOR THE SOLUTION OF DIRECT AND INVERSE PROBLEMS OF HYPERBOLIC CONSERVATION LAWS,CIENCIAS NATURALES,MATEMATICAS APLICADAS,MATEMATICAS,36,PERSONA NATURAL,GINO  MONTECINOS  GUZMAN,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,43440,""
11181086,32295,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,DESHABITAR LOS EXTREMOS: TRANSFORMACIONES DE LOS MODOS DE HABITAR LO RURAL EN MAGALLANES,CIENCIAS SOCIALES,GEOGRAFIA CULTURAL Y ECONOMICA,GEOGRAFIA Y URBANISM,SIN INFORMACION,PERSONA NATURAL,PABLO MANSILLA QUIÑONES,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,97132,""
11181140,32311,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,THE POTENTIAL OF UNEVEN-AGED SILVICULTURE TO ENHANCE STRUCTURAL COMPLEXITY IN NOTHOFAGUS PUMILIO FORESTS IN NORTHERN PATAGONIA,CIENCIAS AGRICOLAS,SILVICULTURA,AGRONOMIA,36,PERSONA NATURAL,DANIEL SOTO,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,95685,""
11181301,32346,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,FACTORES INDIVIDUALES Y COLECTIVOS QUE INCIDEN EN LA ASPIRACION Y EL PROCESO DE TOMA DE DECISIONES POR ESTUDIAR PEDAGOGIA EN CONTEXTO REGIONAL EXTREMO,CIENCIAS SOCIALES,EDUCACION GENERAL,EDUCACION,SIN INFORMACION,PERSONA NATURAL,ALVARO GONZALEZ SANZANA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,46884,""
11181335,32354,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION 2018,2018,2018,MONITORING AND CHARACTERIZATION OF CIRRUS CLOUDS  IN PUNTA ARENAS USING LIDAR DATA. STUDY OF LATITUDINAL AND HEMISPHERIC DIFFERENCES IN CIRRUS CLOUD OPTICAL PROPERTIES.,CIENCIAS NATURALES,METEOROLOGIA Y CIENCIAS ATMOSFERICAS,CS. DE LA TIERRA,36,PERSONA NATURAL,BORIS BARJA GONZALEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,87659,""
MEC80180058,32404,REC,PCI,"MEC - ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS",MOVILIDAD - MEC BASES 3374/2018,2018,2018,FORTALECIMIENTO DE CAPACIDADES DE I+D Y DOCENCIA EN EL AMBITO DE LOS SENSORES REMOTOS APLICADOS A LOS  SISTEMAS ACUATICOS,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,18,PERSONA JURIDICA,CARLOS CARDENAS MANSILLA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,14700,""
ECOS170044,32447,REC,PCI,MOVILIDAD - ECOS,"COOPERACION CIENTIFICA ECOS/CONICYT, CONCURSO DE PROYECTOS DE INTERCAMBIO",2017,2018,MULTI-RISK ASSESSMENT IN CHILE AND FRANCE: APPLICATION TO SEISMIC ENGINEERING AND MOUNTAIN HAZARDS,CIENCIAS NATURALES,MATEMATICAS APLICADAS,NO APLICA,36,PERSONA NATURAL,JUAN DE LA LLERA MARTIN,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,6300,""
REDI170035,32480,REC,PCI,MOVILIDAD - REDI,APOYO A LA FORMACION DE REDES INTERNACIONALES PARA INVESTIGADORES(AS) EN ETAPA INICIAL,2017,2018,"DINAMICA, CONSERVACION Y RESTAURACION DE PAISAJES SUDAMERICANOS BAJO UN CONTEXTO DE DESAFIOS GLOBALES.",INGENIERIA Y TECNOLOGIA,"",NO APLICA,24,PERSONA NATURAL,LUZ HERN MORENO,MUJER,CIEP,AUSTRAL,11. AYSEN,17975,""
3180539,32704,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,UNRAVELING THE DNA OF CORALLINE ALGAE: FROM MOLECULAR DIVERSITY TO DIVERGENCE TIME IN THE MAGELLANIC SUB-ANTARCTIC AND ANTARCTIC REGIONS,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,PERSONA NATURAL,MARTHA STEFFANY CALDERON RIOS,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,81624,""
3180754,32789,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,CONCURSO POSTDOCTORADO 2018,2018,2018,THE MEJA APPLICATION EFFECT ON ENDOGENOUS ABA AND AUXINS OF VACCINIUM CORYMBOSUM PLANTS AND ITS ROLE IN THE AL-RESISTANCE AND WD-AVOIDANCE MECHANISMS UNDER ALUMINUM TOXICITY AND WATER DEFICIT EPISODES,CIENCIAS AGRICOLAS,AGRONOMIA,AGRONOMIA,36,PERSONA NATURAL,ELIZABETH MARIA INES ULLOA INOSTROZA,MUJER,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,78624,""
1180272,32998,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,COMPARACION DEL REGISTRO ARQUEOLOGICO Y PALEOECOLOGICO DE ULTIMA ESPERANZA Y PALI-AIKE A FINES DEL PLEISTOCENO: SU SIGNIFICADO PARA ENTENDER LOS PROCESOS DE INSERCION HUMANA EN PATAGONIA MERIDIONAL,CIENCIAS SOCIALES,ANTROP. Y ARQUE,ANTROP. Y ARQUE,"43,8",PERSONA NATURAL,FABIANA MARTIN,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,216134,""
1180306,33006,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,EVALUACION DE VIAS DE CIRCULACION Y CALLEJONES SIN SALIDA EN LOS ANDES DE PATAGONIA CENTRO OESTE DURANTE EL HOLOCENO.,CIENCIAS SOCIALES,ANTROP. Y ARQUE,ANTROP. Y ARQUE,"43,8",PERSONA NATURAL,AMALIA NUEVO DELAUNAY,MUJER,CIEP,AUSTRAL,11. AYSEN,227717,""
1180433,33042,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,"GENOMIC, PHYSIOLOGICAL AND ECOLOGICAL APPROACHES TO EXAMINE ANTARCTIC AND SUB-ANTARCTIC MACROALGAL RESPONSES TO CLIMATE CHANGE AND GLACIAL RETREAT",CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,"43,8",PERSONA NATURAL,ANDRES MANSILLA MUÑOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,250430,""
1180717,33130,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,HIGH-RESOLUTION HOLOCENE GLACIAL CHRONOLOGIES ACROSS PATAGONIA (47Â°-51Â°S): TESTING MECHANISMS OF INITIATION AND MODULATION OF GLACIAL EVENTS IN THE SOUTHERN ANDES.,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,"43,8",PERSONA NATURAL,JUAN ARAVENA DONAIRE,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,239619,""
1180815,33152,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,GLACIAL AND POSTGLACIAL VEGETATION AND CLIMATE HISTORY OF THE TEMPERATE ECOSYSTEM OF CHILEAN CENTRAL PATAGONIA (44Âº-49ÂºS),CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,"43,8",PERSONA NATURAL,RODRIGO VILLA MARTINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,246885,""
1180882,33171,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,ASSESSMENT OF AID-RELATED SOMATIC SIGNATURES AND THEIR ROLE IN TUMOR PROGRESSION OF CLASS SWITCHED VS NON-SWITCHED B-CELL NEOPLASMS,CIENCIAS MEDICAS Y DE LA SALUD,MEDICINA G1,MEDICINA G1,"43,8",PERSONA NATURAL,MARCELO NAVARRETE SIGNORILE,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,240947,""
1181155,33253,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2018,2018,A NEAR-SURFACE WIND FIELD CLIMATOLOGY FOR MARINE ENERGY ASSESSMENT IN WESTERN PATAGONIA,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,"43,8",PERSONA NATURAL,CRISTIAN MATTAR BADER,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,250461,""
PAI77180002,33443,REC,PAI,SUBVENCION A LA INSTALACION EN LA ACADEMIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA 2018,2018,2018,CAMBIOS PALEO-AMBIENTALES Y CLIMATICOS EN CONTEXTOS HUMANOS.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE CIENCIAS DE LA TIERRA,NO APLICA,36,PERSONA JURIDICA,CLAUDIA ANDREA MANSILLA ANDRADE,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,204240,""
VCE80002,33577,REC,REGIONAL,VINCULACION CIENCIA EMPRESA,VIII CONCURSO DE PROYECTOS DE VINCULACION CIENCIA-EMPRESA 2018,2018,2018,TRANSFERENCIA CIENTIFICO TECNOLOGICA PARA LA CAPACITACION Y EL DESARROLLO DEL TURISMO DE CONSERVACION EN AREAS COSTERAS PROTEGIDAS,MULTIDISCIPLINARIO,"",NO APLICA,12,PERSONA JURIDICA,MADELEINE HAMAME VILLABLANCA,MUJER,CIEP,AUSTRAL,11. AYSEN,44986,""
VCE80022,33582,REC,REGIONAL,VINCULACION CIENCIA EMPRESA,VIII CONCURSO DE PROYECTOS DE VINCULACION CIENCIA-EMPRESA 2018,2018,2018,DESDE EL LAGO GENERAL CARRERA AL GOLFO DE PENAS: EL TRAZO DE UNA NUEVA GEOGRAFIA EN AYSEN PARA EL TURISMO Y LA CIENCIA. VIDEOGRAFIAS PARA LA CONSERVACION DEL PATRIMONIO NATURAL Y CULTURAL A TRAVES DEL EMPRENDIMIENTO SOCIAL EN RESERVA DE LA BIOSFERA.,CIENCIAS SOCIALES,CIENCIAS AMBIENTALES (ASPECTOS SOCIALES),NO APLICA,12,PERSONA JURIDICA,GABRIEL INOSTROZA VILLANUEVA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,44970,""
ACT192057,33620,CENTROS,PIA,ANILLOS DE INVESTIGACION EN CIENCIAS Y TECNOLOGIA,CONCURSO ANILLOS DE INVESTIGACION EN CIENCIA Y TECNOLOGIA Y ANILLOS DE INVESTIGACION EN CIENCIA ANTARTICA 2019. ETAPA PROYECTO,2019,2019,LONG-RANGE TRANSPORT OF XENOBIOTICS AND MICROORGANISMS: TELECONNECTIONS AND INFLUENCE ON TERRESTRIAL ECOSYSTEMS,CIENCIAS NATURALES,"",NO APLICA,36,PERSONA JURIDICA,EDUARDO CASTRO NALLAR,HOMBRE,UNIVERSIDAD ANDRES BELLO,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,450000,""
EQM190013,33639,CENTROS,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,VIII CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2019,2019,SISTEMA AUTONOMO DE MONITOREO AMBIENTAL DE DE FIORDOS Y CANALES DE LA REGION DE MAGALLANES.,CIENCIAS NATURALES,"",NO APLICA,18,PERSONA JURIDICA,CLAUDIO GIESECKE ASTORGA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"182585,497",""
R19F10004,33715,CENTROS,REGIONAL,Fortalecimiento Anual I+D,V CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES MEDIANTE PROYECTOS DE I+D. CIENCIA TERRITORIO 2019,2019,2019,"RECCA, RED COMUNITARIA PARA EL SEGUIMIENTO DEL CAMBIO CLIMATICO EN LA CUENCA DEL RIO BAKER.",CIENCIAS NATURALES,"",NO APLICA,24,PERSONA JURIDICA,GIOVANNI DANERI HERMOSILLA,HOMBRE,CIEP,AUSTRAL,11. AYSEN,99730,""
