codigo_proyecto,n,subdireccion,programa,instrumento,nombre_concurso,año_curso,año_fallo,nombre_proyecto,area_ocde,disciplina,grupo_evaluacion,duracion_meses,tipo_beneficiario,nombre_responsable,sexo,institucion_principal,macrozona,region_ejecucion,monto_adjudicado_miles,sinfo_nosolicita
1010939,9028,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2001,2001,2001,IMPLEMENTACION DE DISPOSITIVOS PARA SISTEMAS FLEXIBLES EN CORRIENTE ALTERNA ( FACTUS ) UTILIZANDO CONVERSORES MULTI-NIVEL,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,DIEGO ENRIQUE SOTO SANCHEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,26523,""
1010942,9029,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2001,2001,2001,CONTROL VECTORIAL DE GENERADORES DE INDUCCION DE DOBLE EXCITACION PARA SISTEMAS DE GENERACION DIESEL-OELICA DE VELOCIDAD VARIABLE,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,PERSONA NATURAL,RUBEN SIGIFREDO PEÑA GUIÑEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,33551,""
ED7/02/037,9326,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,VII CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA AÑO 2002,2002,2002,EXPLORACION CIENTIFICA DE LA DIVERSIDAD BIOLOGICA DE GRUPOS DE ORGANISMOS PEQUENOS EN LA REGION DEL CABO DE HORNOS,SIN INFORMACION,"",NO APLICA,15,SIN INFORMACION,RICARDO  ROZZI MARIN,HOMBRE,FUNDACION OMORA ONG,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9623,""
1020721,9556,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2002,2002,2002,ESTABILIZACION DE POTENCIA ELECTRICA Y GENERACION DE ENERGIA UTILIZANDO MAQUINAS DE RELUCTANCIA CONMUTADA,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,35113,""
EE6/03/021,9677,NO APLICA,EXPLORA,APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T.,SEXTO CONCURSO NACIONAL DE APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T. PROGRAMA EXPLORA AÑO 2003,2003,2003,FERIA CIENTIFICA ESCOLAR EN XII REGION,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,9,PERSONA NATURAL,RUTH ORTIZ SUAZO,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,5490,""
EC4/03/066,9713,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IV CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA INNOVACION 2003,2003,2003,EXPLORADORES DEL GIGANTE DORMIDO,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,SIN INFORMACION,PERSONA NATURAL,SILVIA MARGOT BENAVIDES CATALAN,MUJER,ESCUELA LIBERTADOR CAPITAN GENERAL BERNARDO O'HIGGINS PUNTA ARENAS,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1000,""
EC4/03/073,9718,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",IV CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA INNOVACION 2003,2003,2003,EXPLORADORES DE LA FRONTERA,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,SIN INFORMACION,PERSONA NATURAL,MIRNA AURORA DIAZ ULLOA,MUJER,ESCUELA RURAL DE CONCENTRACION FRONTERIZA G-7 DOROTEA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1000,""
D03T2023,9887,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EN TRANSFERENCIAS TECNOLOGICAS SEGUNDA ETAPA,VI CONCURSO TRANSFERENCIA TECNOLOGICA EN SU MODALIDAD DE VENTANILLA ABIERTA 2003 (FASE 2),2003,2003,CONSORCIO TECNOLOGICO EMPRESARIAL PARA LA INDUSTRIALIZACION MASIVA DEL HALIBUT EN LA REGION DE MAGALLANES,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,12,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,25000,""
1030436,10040,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2003,2003,2003,IMPLEMENTACION DE UN CONTROLADOR UNIFICADO DE POTENCIA (UPFC) EN BASE A CONVERSORES MULTINIVEL TIPO CADENA,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA (INC POTENCIA),INGENIERIA 2,SIN INFORMACION,PERSONA NATURAL,DIEGO SOTO SANCHEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,34954,""
1030454,10045,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2003,2003,2003,TRANSACTION SYNCHRONIZATION USING BULK-SYNCHRONOUS PARALLELISM: A LOOK AT THE DATABASE AND INFORMACION RETRIEVAL DOMAINS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,12,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,6378,""
EE7/04/018,10304,NO APLICA,EXPLORA,APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T.,SEPTIMO CONCURSO NACIONAL DE APOYO A LA REALIZACION DE EVENTOS DE DIVULGACION Y VALORACION DE LA C. Y T. PROGRAMA EXPLORA AÑO 2004,2004,2004,8 FERIA CIENTIFICA ESCOLAR DE LA XII REGION,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,9,PERSONA NATURAL,RUTH ORTIZ SUAZO,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,5495,""
CET03,10474,NO APLICA,PROGRAMA BICENTENARIO DE CIENCIA Y TECNOLOGIA,CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO,I CONCURSO DE CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO 2004,2004,2004,"USANDO LA CREATIVIDAD, LA CIENCIA Y LA TECNOLOGIA PARA APROVECHAR LOS DESHECHOS URBANOS",CIENCIAS NATURALES,ECOLOGY,NO APLICA,SIN INFORMACION,PERSONA JURIDICA,ERWIN ALARCON URIBE,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,6734,""
ECT1/04/04,10482,NO APLICA,EXPLORA,CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO PARA LA DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,I CAMPAMENTOS DE EMPRENDIMIENTO TECNOLOGICO PARA LA DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA 2005,2004,2004,USANDO LA CREATIVIDAD LACIENCIA Y LA TECNOLOGIA PARA APROVECHAR LOS DESHECHOS URBANOS,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,11,PERSONA JURIDICA,MARGARITA MALVINA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,6734,""
R04I1004,10552,CENTROS,REGIONAL,CREACION CENTROS REGIONALES,III CONCURSO CONSORCIOS REGIONALES DE INVESTIGACION Y DESARROLLO COOPERATIVO EN EL MARCO DEL PROGRAMA BICENTENARIO DE CIENCIA Y TECNOLOGIA 2004,2003,2004,CENTRO DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA (CIEP),CIENCIAS NATURALES,"",NO APLICA,60,PERSONA JURIDICA,OSCAR PARRA BARRIENTOS,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,900000,""
7040108,10661,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2004,2004,2004,HISTORIA VEGETACIONAL Y CLIMATICA POSTGLACIAL DE PATAGONIA CENTRO SUR (45Â°-53Â°S),CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,12,PERSONA NATURAL,RODRIGO PATRICIO VILLA MARTINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1700,""
D04I1420,10841,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,XII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2004,2004,2004,EVALUACION DE LOS PUNTOS CRITICOS EN EL PROCESO PRODUCTIVO DEL HALIBUT DEL ATLANTICO (HIPPOGLOSSUS HIPPOGLOSSUS) EN MAGALLANES,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,33,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,146000,""
C04H01,10905,REC,PCI,MOVILIDAD - PROGRAMA DE COOPERACION CIENTIFICA ECOS/CONICYT,COMITE DE EVALUACION Y ORIENTACION DE LA COOP. CIENTIFICA CON CHILE DEL GOBIERNO DE FRANCIA (ECOS) 2004,2004,2004,CARACTERIZACION DE POBLACIONES DE CAZADORES-RECOLECTORES TERRESTRES Y MARITIMOS DE FUEGO-PATAGONIA EN EL CURSO DEL HOLOCENO,SIN INFORMACION,"",NO APLICA,SIN INFORMACION,PERSONA NATURAL,ALFREDO PRIETO,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"",SIN INFORMACION
ER4/03/012,10980,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, AÑO 2004",2004,2004,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION  PUNTA ARENAS,MULTIDISCIPLINARIO,"",NO APLICA,12,PERSONA JURIDICA,MARGARITA MALVINA GARRIDO ESPINOZA,MUJER,COMISION NACIONAL DEL MEDIO AMBIENTE XII REGION CONAMA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,8788,""
1040204,11033,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2004,2004,2004,HISTORIA VEGETACIONAL Y CLIMATICA POSTGLACIAL DE PATAGONIA CENTRO SUR (45Â°-53Â°S),CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,48,PERSONA NATURAL,RODRIGO PATRICIO VILLA MARTINEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,123726,""
1040611,11183,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2004,2004,2004,EFFICIENT PARALLELIZATION OF DATA STRUCTURES AND ALGORITHMS FOR TEXT DATABASES,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,15540,""
SIN INFORMACION,11659,REC,INFORMACION CIENTIFICA,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS,CONCURSO FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS CHILENAS 2005,2005,2005,MAGALLANIA,SIN INFORMACION,"",NO APLICA,SIN INFORMACION,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"",SIN INFORMACION
ED10/063,11962,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,X CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,2005,2005,MODELO DE ANALISIS Y EVALUACION DEL RIO CLARO POR MEDIO DE LA EXPLORACION CIENTIFICA TRANSFERIBLE A DIFERENTES SISTEMAS ACUATICOS DE LA REG DE AYSEN,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,14,SIN INFORMACION,CARLOS RODRIGO MERINO GONZALEZ,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,15030,""
ER5/04/012,11974,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, AÑO 2005",2005,2005,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION MAGALLANES,MULTIDISCIPLINARIO,"",NO APLICA,11,PERSONA JURIDICA,MARGARITA MALVINA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9855,""
1050139,12028,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2005,2005,2005,"CAZADORES-RECOLECTORES ESTEPARIOS EN LA DIVERSIDAD AMBIENTAL DEL NORTE DE AISEN CONTINENTAL DURANTE EL HOLOCENO TARDIO (VALLE DEL RIO CISNES,~44ÂºS)Â‚¬Â‚¬.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,OMAR RODRIGO REYES BAEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,75219,""
1050592,12164,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2005,2005,2005,CONTROL VECTORIAL SIN SENSOR DE POSICION PARA MAQUINAS DE INDUCCION DE ROTOR BOBINADO OPERANDO COMO GENERADORES DE VELOCIDAD VARIABLE.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,12,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,13590,""
SIN INFORMACION2,12840,REC,INFORMACION CIENTIFICA,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS,CONCURSO FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS CHILENAS 2006,2006,2006,MAGALLANIA,SIN INFORMACION,"",NO APLICA,11,PERSONA JURIDICA,MATEO MARTINIC B.,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"",SIN INFORMACION
R06F1003,12864,CENTROS,REGIONAL,FORTALECIMIENTO,I CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES DESARROLLO CIENTIFICO Y TECNOLOGICO 2006,2006,2006,"FORTALECIMIENTO DEL CENTRO REGIONAL DE ESTUDIOS DEL CUATERNARIO DE FUEGO-PATAGONIA Y ANTARTICA, FUNDACION CEQUA XII REGION",CIENCIAS NATURALES,"",NO APLICA,36,PERSONA JURIDICA,ELIANA PAOLA ACUÑA GOMEZ,MUJER,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,261112,""
R06F1007,12868,CENTROS,REGIONAL,FORTALECIMIENTO,I CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES DESARROLLO CIENTIFICO Y TECNOLOGICO 2006,2006,2006,FORTALECIMIENTO DEL CENTRO REGIONAL DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA CIEP,CIENCIAS NATURALES,"",NO APLICA,44,PERSONA JURIDICA,HUMBERTO GONZALEZ GONZALEZ ESTAY,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,487599,""
7060304,13042,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2006,2006,2006,"ARQUEOLOGIA DE CAZADORES-RECOLECTORES DE TIERRA DEL FUEGO: EL PROCESO DE COLONIZACION Y EL FACTOR DE AISLAMIENTO GEOGRAFICO, DURANTE EL HOLOCENO TEMPRANO Y MEDIO",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,1850,""
11060001,13043,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2006,2006,2006,PROYECCION SOCIAL: EL ROL MODERADOR DEL ESENCIALISMO,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,36,PERSONA NATURAL,CLAUDIA ANDREA ESTRADA GOIC,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,20369,""
11060077,13057,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2006,2006,2006,OBSERVING AND UNDERSTANDING THE CIRCULATION AND WATER PROPERTIES IN PENAS GULF AND BAKER CHANNEL.,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,PERSONA NATURAL,CHRISTOPHER MICHAEL AIKEN,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,45520,""
ER6/011,13266,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, AÑO 2006",2006,2006,PROGRAMA COORDINADORES EXPLORA EN REGIONES XI REGION DE AISEN DEL GENERAL CARLOS IBANEZ DEL CAMPO  COYHAIQUE,MULTIDISCIPLINARIO,"",NO APLICA,11,PERSONA JURIDICA,MARISOL ANGELICA BARRIA NAVARRO,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,5380,""
ER6/012,13267,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,"PROGRAMA DE COORDINADORES(AS) EXPLORA EN REGIONES, AÑO 2006",2006,2006,PROGRAMA COORDINADORES EXPLORA EN REGIONES XII REGION DE MAGALLANES Y ANTARTICA CHILENA,MULTIDISCIPLINARIO,"",NO APLICA,10,PERSONA JURIDICA,MARGARITA MALVINA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,10234,""
1060020,13298,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,"ARQUEOLOGIA DE CAZADORES-RECOLECTORES DE TIERRA DEL FUEGO: EL PROCESO DE COLONIZACION Y EL FACTOR DE AISLAMIENTO GEOGRAFICO, DURANTE EL HOLOCENO TEMPRANO Y MEDIO.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,124425,""
1060498,13422,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,CONTROL VECTORIAL SENSORLESS E GENERADORES DE INDUCCION  JAULA DE ARDILLA Y ROTOR BOBINADO UTILIZANDO CONVERSORES MATRICIALES.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,JESUS ROBERTO CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,32183,""
1060500,13424,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,CONTROL DE GENERADORES DE INDUCCION DE DOBLES EXCITACION PARA SISTEMAS EOLICOS VIA CONVERTIDORES DE FRECUENCIA DIRECTOS DE DOS ETAPAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,36,PERSONA NATURAL,RUBEN SIGIFREDO PEÑA GUIÑEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,43660,""
1060776,13517,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 2006,2006,2006,PARALLEZATION OF DATA STRUCTURES AND ALGORITHMS FOR MULTIMEDIA DATABASES,INGENIERIA Y TECNOLOGIA,INGENIERIA 2,INGENIERIA 2,24,PERSONA NATURAL,JUAN MAURICIO MARIN CAIHUAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,10488,""
R07K1002,13698,REC,REGIONAL,CAPITAL HUMANO AVANZADO CENTROS,I CONCURSO DE PROYECTOS DE CAPITAL HUMANO AVANZADO PARA FORTALECIMIENTO DE CENTROS REGIONALES 2007,2007,2007,PROYECTO DE CAPITAL HUMANO AVANZADO DEL CENTRO DE ESTUDIOS DEL CUATERNARIO FUEGO PATAGONIA Y ANTARTICA,CIENCIAS NATURALES,"",NO APLICA,71,PERSONA JURIDICA,THOMAS  COLNOT,HOMBRE,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,65000,""
EC7/088,13743,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",VII CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA E INNOVACION 2006,2006,2007,NINOS POR UN PLANETA VERDE,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,SIN INFORMACION,PERSONA NATURAL,CLAUDIO ERNESTO SANHUEZA RIVERA,HOMBRE,COLEGIO ADAN DARIO BECERRA,AUSTRAL,11. AYSEN,1000,""
EC7/092,13746,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION",VII CONCURSO NACIONAL DE CLUBES EXPLORA DE CIENCIA TECNOLOGIA E INNOVACION 2006,2006,2007,PATAGONES EXPLORADORES INVESTIGANDO EL CALAFATE,CIENCIAS NATURALES,BIOLOGIA CELULAR,NO APLICA,SIN INFORMACION,PERSONA NATURAL,WILMA IBAÑEZ DAVILA,MUJER,COLEGIO DIEGO PORTALES,AUSTRAL,11. AYSEN,1000,""
R07C1002,13780,CENTROS,REGIONAL,CONTINUIDAD CENTROS REGIONALES,I CONCURSO DE PROYECTOS DE CONTINUIDAD DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2007,2007,2007,PROYECTO DE CONTINUIDAD DEL CENTRO DE ESTUDIOS DEL CUATERNARIO FUEGO PATAGONIA Y ANTARTICA,CIENCIAS NATURALES,"",NO APLICA,72,PERSONA JURIDICA,ELIANA PAOLA ACUÑA GOMEZ,MUJER,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,325000,""
R07E1002,13792,CENTROS,REGIONAL,EQUIPAMIENTO,I CONCURSO DE PROYECTOS DE EQUIPAMIENTO PARA EL FORTALECIMIENTO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2007,2007,2007,PROYECTO DE EQUIPAMIENTO DEL CENTRO DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA,CIENCIAS NATURALES,"",NO APLICA,24,PERSONA JURIDICA,MAXIMILAIANO FELIPE VALDEBENITO MATHIAS,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,64577,""
R07E1003,13793,CENTROS,REGIONAL,EQUIPAMIENTO,I CONCURSO DE PROYECTOS DE EQUIPAMIENTO PARA EL FORTALECIMIENTO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO 2007,2007,2007,PROYECTO DE EQUIPAMIENTO DEL CENTRO DE ESTUDIOS DEL CUATERNARIO FUEGO PATAGONIA Y ANTARTICA,CIENCIAS NATURALES,"",NO APLICA,24,PERSONA JURIDICA,THOMAS  COLNOT,HOMBRE,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,64997,""
7070071,13906,PROYECTOS DE INVESTIGACION,FONDECYT,INCENTIVO A LA COOPERACION INTERNACIONAL,INCENTIVO A LA COOPERACION INTERNACIONAL 2007,2007,2007,"ARQUEOLOGIA DE CAZADORES-RECOLECTORES DE TIERRA DEL FUEGO: EL PROCESO DE COLONIZACION Y EL FACTOR DE AISLAMIENTO GEOGRAFICO, DURANTE EL HOLOCENO TEMPRANO Y MEDIO.",CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,12,PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,2150,""
11070059,14139,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2007,2007,2007,SIMULATION OF THERMALLY DRIVEN COOLING SYSTEMS ASSISTED BY SOLAR ENERGY AND NATURAL GAS.,INGENIERIA Y TECNOLOGIA,INGENIERIA 1,INGENIERIA 1,24,PERSONA NATURAL,HUMBERTO RICARDO VIDAL GUTIERREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,14974,""
